id,state,collecting,publicKey,insertdate,updatedate,version,defaultlanguage_id
1,DEPLOYED,0,30820122300d06092a864886f70d01010105000382010f003082010a02820101008640dabc6a8c10aff60512550e6c91463ebf64aa6fda28e0726515782e8413c9b09ac98c69bd4e3aa53b816d2073f759a14959899a649cadea2cdeafec3095c55316cb372f045d346777836df5edcd1d54d973bb8646a0a3872404daac795d3594b426fadfc069f490a80d4f10e985d0efd6038dcfbcbca04a4205971866f692ed0aee358e06097341b4b5b78c6e6c31d0b6a672415ee1b513b11e046b926a32f2a3a79d28137697d441b03be6eb3d1364a3eae3c23f4bc49746541112945a53e6c3fddf72db623e910200179c65f8f39570facecd8e5b548ffe75c71e83e88be9cf188516acf191e1486d13a268304ce8f003766932a0640cefdc24cd60eb630203010001,01-01-2012 00:00:01,01-01-2012 00:00:01,1,6
